Name,Position,Total Pass,Accurate Pass,Total Long Balls,Accurate Long Balls,Total Cross,Accurate Cross,Aerial Won,Aerial Lost,Duel Lost,Duel Won,Total Dribbles,Successful Dribbles,Big Chance Created,Big Chance Missed,Interception Won,Dribbled Past,Dispossessed,Error Lead To Shot,Total Tackle,Fouls,Was Fouled,Total Clearance,Key Pass,Shots On Target,Shots Off Target,Goal Assist,Goals,Woodwork,Saves,Punches,Save From Inside The Box,Last Man Tackle,Shots Blocked,Blocked Shots,Total Keeper Sweeper,Accurate Keeper Sweeper,Touches,Total OffSide,Possession Lost Ctrl,Own Goals,MinutesPlayed,place,Team,SofaScore Rating
M. Trigueros,M,38,31,6,2,0,0,0,0,5,1,0,0,0,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,9,0,45,Away,Villarreal,6.2
C. Bacca,F,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,10,Away,Villarreal,6.5
F. Niño,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Villarreal,0
R. Silva,G,31,14,27,10,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,38,0,17,0,90,Home,Granada,7.4
P. Sánchez,D,23,12,2,1,0,0,1,2,3,5,0,0,0,0,2,0,0,0,3,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,46,0,16,0,74,Home,Granada,7.1
G. Sánchez,D,30,19,7,2,0,0,6,1,1,10,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,0,11,0,90,Home,Granada,7.3
D. Duarte,D,27,16,7,1,0,0,1,1,3,4,0,0,0,0,3,0,0,0,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,43,0,12,0,90,Home,Granada,7.4
C. Neva,D,15,8,3,1,2,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,11,0,90,Home,Granada,7
M. Gonalons,M,24,16,5,2,0,0,3,1,4,5,1,0,0,0,1,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,10,0,54,Home,Granada,6.6
Á. Montoro,M,21,18,6,5,3,1,0,1,3,4,2,2,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,8,0,65,Home,Granada,7.2
Kenedy,M,15,8,4,1,1,0,1,0,6,5,3,3,1,0,0,1,2,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,28,0,11,0,65,Home,Granada,6.7
Y. Herrera,M,32,17,2,0,1,0,7,5,8,11,1,1,0,0,0,0,2,0,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,46,1,19,0,90,Home,Granada,6.8
D. Machís,M,13,7,2,0,1,0,0,3,8,0,4,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,27,1,13,0,75,Home,Granada,6.4
L. J. Suárez ,F,12,7,2,0,0,0,0,3,5,4,3,2,0,0,0,0,1,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24,1,10,0,90,Home,Granada,7.1
A. Escandell,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Granada,0
N. Pérez,D,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,16,Home,Granada,6.3
D. Foulquier,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Granada,0
L. Milla,M,7,4,1,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,25,Home,Granada,6.4
A. Soro,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Granada,0
F. Vico,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Granada,0
R. Azeez,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Granada,0
Y. Eteki,M,7,3,3,0,0,0,2,2,5,3,0,0,0,0,2,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,36,Home,Granada,6.5
A. Puertas,M,11,8,0,0,1,0,0,3,5,4,3,3,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,8,0,25,Home,Granada,6.7
R. Soldado,F,6,3,1,0,0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,15,Home,Granada,6.5
J. Molina,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Granada,0
S. Herrera,G,25,9,20,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,33,0,16,0,90,Away,Osasuna,6.3
F. Roncaglia,D,38,31,6,4,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,52,0,13,0,90,Away,Osasuna,6.8
A. Hernandez,D,38,32,5,3,0,0,3,1,3,7,0,0,0,0,0,1,1,0,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,0,7,0,90,Away,Osasuna,6.8
D. García,D,66,47,11,4,0,0,7,1,3,7,0,0,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,0,19,0,90,Away,Osasuna,6.4
J. Cruz,D,38,30,6,1,2,1,1,1,4,4,2,1,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,21,0,90,Away,Osasuna,6.4
R. Torres,M,34,27,3,2,3,0,0,0,3,2,1,0,0,0,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,50,0,12,0,90,Away,Osasuna,6.6
Oier,M,24,15,4,0,0,0,2,0,5,5,0,0,0,0,1,2,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,9,0,63,Away,Osasuna,6.3
J. Moncayola,M,57,51,10,8,1,0,1,3,5,4,0,0,0,0,1,1,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,69,0,10,0,90,Away,Osasuna,6.9
Jonathan,M,13,7,3,1,4,2,1,0,7,3,3,0,0,0,0,2,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,17,0,63,Away,Osasuna,6
R. García,M,28,22,0,0,4,1,0,0,4,7,0,0,0,0,0,0,0,0,5,4,2,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,48,0,14,0,71,Away,Osasuna,7.2
J. Calleri,F,15,9,0,0,0,0,5,8,10,6,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,24,0,9,0,71,Away,Osasuna,6.3
I. Álvarez,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Osasuna,0
J. Pérez,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Osasuna,0
N. Vidal,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Osasuna,0
U. García,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Osasuna,0
R. Navas,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Osasuna,0
J. Martínez,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Osasuna,0
K. Barja,M,9,5,0,0,3,0,2,0,0,4,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,8,0,19,Away,Osasuna,7
I. Pérez,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Osasuna,0
L. Torró,M,8,7,0,0,0,0,1,5,6,3,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,27,Away,Osasuna,6.9
E. Gallego,F,6,3,1,0,0,0,1,2,6,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,19,Away,Osasuna,6.3
Brandon,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Osasuna,0
A. Budimir,F,5,4,0,0,0,0,1,1,5,4,2,1,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,27,Away,Osasuna,6.5
Neto,G,44,39,9,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49,0,6,0,90,Home,Barcelona,6.3
S. Roberto,D,70,60,6,4,2,0,1,0,2,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,93,0,14,0,90,Home,Barcelona,6.7
R. Araújo,D,66,59,8,4,0,0,1,2,2,5,1,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,7,0,90,Home,Barcelona,6.9
G. Piqué,D,77,71,7,5,0,0,2,3,5,4,1,1,0,0,3,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,8,0,90,Home,Barcelona,6.8
J. Alba,D,49,42,1,1,2,0,0,0,2,1,0,0,0,0,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,0,10,0,75,Home,Barcelona,6.6
S. Busquets,M,77,71,4,3,0,0,1,1,6,9,0,0,0,0,2,3,1,0,3,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,10,0,90,Home,Barcelona,7.2
F. de Jong,M,56,46,2,2,0,0,1,2,3,7,2,2,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,65,0,11,0,90,Home,Barcelona,6.9
A. Griezmann,F,16,15,0,0,0,0,0,1,2,3,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,61,Home,Barcelona,6.9
P. Coutinho,M,39,33,1,0,2,1,0,1,5,1,0,0,0,0,0,2,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,46,0,8,0,75,Home,Barcelona,6.9
A. Fati,F,29,24,0,0,0,0,0,1,6,2,1,0,0,0,1,3,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,41,0,8,0,61,Home,Barcelona,6.5
L. Messi,F,66,60,2,2,5,0,0,0,6,4,5,3,1,0,0,0,2,0,0,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,85,0,16,0,90,Home,Barcelona,7.4
I. Peña,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Barcelona,0
A. Tenas,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Barcelona,0
S. Dest,D,11,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,15,Home,Barcelona,6.7
S. R. Mingo,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Barcelona,0
M. Pjanić,M,20,17,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,15,Home,Barcelona,6.8
C. Aleñá,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Barcelona,0
Pedri,M,10,8,0,0,0,0,0,0,1,3,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,29,Home,Barcelona,6.8
R. Puig,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Barcelona,0
K. d. l. Fuente,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Barcelona,0
M. Braithwaite,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Barcelona,0
F. Trincão,F,17,14,0,0,1,0,0,1,3,3,3,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0,29,Home,Barcelona,6.3
O. Dembélé,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Barcelona,0
Bono,G,25,21,8,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,37,0,4,0,90,Away,Sevilla,7.2
J. Navas,D,57,45,9,5,4,2,1,0,2,3,1,1,1,0,0,0,1,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,18,0,90,Away,Sevilla,6.8
J. Koundé,D,82,77,4,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,92,0,5,0,90,Away,Sevilla,7
D. Carlos,D,63,54,14,7,0,0,1,0,2,5,0,0,0,0,1,0,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,9,0,90,Away,Sevilla,6.9
M. Acuña,D,48,43,6,4,0,0,1,0,5,4,0,0,0,0,1,2,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,7,0,90,Away,Sevilla,6.6
I. Rakitić,M,31,26,1,0,0,0,0,0,4,3,1,0,0,0,0,0,1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0,7,0,78,Away,Sevilla,6.5
Fernando,M,50,47,1,0,0,0,0,0,2,2,0,0,0,1,3,0,1,0,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,0,4,0,90,Away,Sevilla,6.7
J. Jordán,M,64,59,4,2,3,2,1,0,8,3,2,2,0,0,5,3,0,0,0,5,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,78,0,6,0,84,Away,Sevilla,7.2
L. Ocampos,F,13,10,1,1,1,0,1,1,3,5,3,2,0,0,3,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27,0,8,0,61,Away,Sevilla,6.8
L. d. Jong,F,28,22,1,1,1,0,3,1,5,4,0,0,0,0,1,3,1,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,37,0,9,0,84,Away,Sevilla,7.2
Suso,F,34,31,3,2,4,2,0,0,3,5,2,2,0,0,1,0,2,0,0,1,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,48,1,7,0,61,Away,Sevilla,7.4
J. Díaz,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Sevilla,0
Tomáš Vaclík,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Sevilla,0
S. Gómez,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Sevilla,0
A. Pozo,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Sevilla,0
S. Escudero,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Sevilla,0
F. Vázquez,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Sevilla,0
N. Gudelj,M,11,11,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,Away,Sevilla,6.5
Ó. Torres,M,6,4,2,1,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,10,Away,Sevilla,6.5
Ó. Rodríguez,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Sevilla,0
M. E. Haddadi,F,12,8,3,1,0,0,0,1,3,4,0,0,0,0,0,1,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,29,Away,Sevilla,6.7
C. Fernández,F,6,4,0,0,0,0,1,2,4,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,11,Away,Sevilla,6.5
Y. En-Nesyri,F,7,6,1,1,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,0,3,0,29,Away,Sevilla,6.9
C. Bravo,G,36,20,26,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,1,43,0,16,0,90,Home,Real Betis Balompié,6.1
A. Ruibal,M,43,31,8,4,2,0,4,2,5,6,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,19,0,90,Home,Real Betis Balompié,6.2
M. Bartra,D,56,46,13,8,0,0,3,6,9,6,0,0,0,0,2,0,1,0,2,2,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,0,11,0,90,Home,Real Betis Balompié,6.2
Sidnei,D,63,56,10,5,0,0,0,3,4,2,0,0,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73,0,8,0,90,Home,Real Betis Balompié,6.4
Á. Moreno,D,39,31,5,3,2,0,2,0,3,4,2,1,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,15,0,75,Home,Real Betis Balompié,6.3
G. Rodríguez,M,57,49,8,4,0,0,3,2,6,10,0,0,0,0,4,2,0,0,3,2,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,78,0,10,0,90,Home,Real Betis Balompié,7.2
S. Canales,M,37,32,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,5,0,58,Home,Real Betis Balompié,6.7
Joaquín,M,18,15,0,0,4,3,0,1,3,2,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,5,0,58,Home,Real Betis Balompié,6.8
N. Fekir,M,29,25,3,0,1,0,0,2,7,8,3,1,0,0,0,2,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,11,0,90,Home,Real Betis Balompié,6.2
C. Tello,F,35,19,1,0,0,0,1,0,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,43,0,19,0,75,Home,Real Betis Balompié,6.6
B. Iglesias,F,6,3,0,0,0,0,1,2,7,1,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,7,0,45,Home,Real Betis Balompié,6.3
J. Robles,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Betis Balompié,0
D. Rebollo,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Betis Balompié,0
F. Delgado,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Betis Balompié,0
J. Miranda,D,14,8,4,2,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,0,15,Home,Real Betis Balompié,6.1
V. Ruiz,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Betis Balompié,0
A. Mandi,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Betis Balompié,0
D. Lainez,M,8,6,0,0,5,1,1,0,3,2,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9,0,15,Home,Real Betis Balompié,6.4
P. Akouokou,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Betis Balompié,0
W. Carvalho,M,36,30,6,5,0,0,2,0,3,3,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,9,0,32,Home,Real Betis Balompié,6.3
A. Sanabria,F,19,14,0,0,0,0,7,2,4,9,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,5,0,45,Home,Real Betis Balompié,6.8
L. Morón,F,5,5,0,0,1,1,3,0,3,6,4,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,0,32,Home,Real Betis Balompié,6.8
Á. Remiro,G,48,33,27,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,56,0,17,0,90,Away,Real Sociedad,7.3
A. Gorosabel,D,31,20,4,1,1,0,0,3,6,8,1,0,0,0,2,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63,0,22,0,90,Away,Real Sociedad,7.3
A. Elustondo,D,44,34,8,3,0,0,2,4,5,7,0,0,0,0,1,0,0,0,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,11,0,90,Away,Real Sociedad,7.2
R. L. Normand,D,38,32,3,1,0,0,3,1,3,10,1,1,0,0,2,2,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,0,6,0,90,Away,Real Sociedad,7.4
N. Monreal,D,30,23,5,4,0,0,3,1,3,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,12,0,90,Away,Real Sociedad,6.9
A. Guevara,M,46,35,6,2,0,0,0,1,4,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53,0,13,0,65,Away,Real Sociedad,6.4
Portu,M,19,8,2,0,2,0,1,3,5,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,27,5,14,0,90,Away,Real Sociedad,7.2
D. Silva,M,35,28,2,1,1,0,1,3,4,2,1,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,9,0,84,Away,Real Sociedad,6.9
M. Merino,M,49,36,5,3,1,0,3,4,16,9,2,1,0,0,0,2,2,0,4,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,22,0,90,Away,Real Sociedad,6.6
M. Oyarzabal,M,19,13,1,1,3,1,1,2,4,5,2,2,1,0,0,0,0,0,1,2,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,32,3,10,0,84,Away,Real Sociedad,8.3
W. José,F,24,15,2,2,3,1,3,3,7,5,1,0,0,0,0,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,0,14,0,69,Away,Real Sociedad,6.8
M. Á. Moyà,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Real Sociedad,0
A. Muñoz,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Real Sociedad,0
A. Arambarri,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Real Sociedad,0
M. Sagnan,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Real Sociedad,0
